"","SightingID","ReportSource","ReportDate","ReportTime","EventDate","EventTime","ApproximateDate","Duration","Location","City","State","Zip","County","Country","Summary","Narrative","Profession","TotalObservers","NoofShips","Shape","Aircraft","AnimalResponse","ElectricalMagnetic","Sounds","EmitObjects","EmitBeams","Aura","Trail","LightsOnObject","ChangeColor","Landing","Entities","Abduction","MissingTime","PhysPsychEffects","NUFORCNote","Explanation","Certainty","PilotMilitaryObserver","StructuredCraft","MetalSphere","Hightlight","EventYear","EventDecade","EventQuarter","EventMonth","EventHour","EventTimeGroup","RegionUS","food_pills","bullet","force_field","blinding_light","odd_anatomy"
"138541",168330,"Web","2022-05-17","2022-05-17 11:39:42","2020-07-22","1899-12-30 21:45:00",1,"2:00:00","Outside of the city few miles, south.","Yuba City","CA","95993","Sutter","USA","Blacked out the part of the sky with stars behind it, was during neowise.","Blacked out the part of the sky with stars behind it, was during neowise.

Shape: Triangle
Sound: None - Dead quiet no wildlife
Visible color/Markings: 0 markings, Black

Recount: I was watching for the comet neowise I believe it was, I came across a patch of sky blacked out in a perfect triangle. The edges of the shape refracted the stars, imagine chromatic aberration and distorted/difuesed stars that somehow stop existing past the edge while appearing curved into nothing. There was no noise.

There was no abnormalities aside from literally negative space where there should have been stars. I looked at the clock at 9:45 that night, look back at it and somehow it was 11:45. My attention to detail is extremely high ask my col from rotc, I dont miss details. Period. Not saying I was abducted but I am a loss of what I saw and my missing time. I have had Urinary issues since and the doctors are still trying to figure out what's wrong.

Similar to the missing time I experienced as a child when in the corn field with my father who's former Navy Nuclear Submariner and sister many years ago, no one was able to find me then I turned the corner and was found after a long time im told. I guess they like me if UAPs are the cuase. I do often get random I guess flashes or singular memory of looking at a short grey face with big black eyes but that could be just a memory from or movie or something thats stuck in my head but I dont know its all very confusing for me because I cant recall any movie ive seen like that. I get a fear emotion but like I wait to be told how it affects me at the same time like hesitant emotional response. Its rare i have that kind of memory and I am doing my best to avoide sounding like a conspiracy nut but its the truth.

I am reporting this to my government because it's my responsibility to as a citizen and a patriot to provide my government with intelligence although it be late. Late due to me not wanting to sound or appear a nut as well as not wanting to waste my governments time with inactionable intelligence. I love science, facts are food. Beale Air Force base is located north east of event location within 30 miles I believe, it clearly evaded radar.

This is the truth with all details I can remember, if aliens are real I would like to meet them, fear is a response to the unknown which can quickly turn to interest and appreciation. Thank you for your time.","Student CIS",1,1,"triangle",0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,NA,NA,NA,0,0,0,0,2020,2020,3,7,21,"Evening","West",1,0,0,0,0
"138849",168640,"Web","2022-06-13","2022-06-13 19:31:59","2022-06-03","1899-12-30 16:28:00",0,"A few minutes.","Standing on my back porch.","Kansas","OK","74347","Delaware","USA","I was grilling on the porch and noticed a round looking cloud and tok a video. Didn't notice the objects until later","I was grilling on the porch and noticed a round looking cloud and tok a video. Didn't notice the objects until later

I took video of a circular cloud and another one just above it. I shot for a few minutes and stopped to get food off of the grill. Looking at the video later, I noticed an object shooting from left to right at very high speed near the top of shot. Then about 5 seconds later, one shoots from right to left and slightly upward around the middle of the screen. I was able to pause the video enough to get a couple of screen shots. One has an odd shape, but one looks like the proverbial flying saucer. Grey or black in color. Behind was a partly cloudy sky. I was facing North on my porch, looking North, at about 30 degrees from the horizon.","Engineer",1,2,"disk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2022,2020,2,6,16,"Afternoon","South",1,0,0,0,0
"138857",168648,"Web","2022-06-15","2022-06-15 03:21:53","2021-01-01","1899-12-30 23:00:00",1,"10 seconds","Middle layer clouds","Alexandria","LA","71302","Rapides parish","USA","Circle ball of light in middle layer of clouds then shot out of the sky after zooming left then right.","Circle ball of light in middle layer of clouds then shot out of the sky after zooming left then right.

I got out of the car on the passenger side on the opposite side of the street of my house (left side) house being on the right. I had two hands full of food and soda as I closed the door with my hip. I had a lot of things in my hands so I was still standing in the exact spot when the car pulled away facing the opposite direction of my house. Checking pockets in case I forgot anything etc, as I began to turnaround a light caught my eye. I double take and look a third time and there was a perfect circle that was all light. More yellow than orange mostly yellow. I had a good 10 seconds to observe and confirm what my eyes were witnessing. It was far I could tell but it wasn?t in space it was in my sky about where the second layer would be. Though the skies were clear and it was night time about 10-11:00 PM. I had been seeing shooting stars and asteroids burn out in the atmosphere in space which had my attention so I would often look up at night. This night the ball of light stood completely still as I watched it just sit in the sky. It looked like a small sun yet it made nothing around it bright. As I looked left and right down my street there was no one to call to come and see the same as I saw. The second I looked back up the ball zoomed so fast downwards to the left and then to the right and then shot out so fast as I watched it fade by size into what looked like space. I was really excited and I regret not reporting that night as I did look for a number to report to. Later that year as the world is wakening to these UAP?s I?ve been watching Videos I deem credible and I was jaw dropped as I seen so many balls of light caught on video. I am not a fan of someone who makes up things for no reason I am a true believer of extra life somewhere else in this universe I would love to speak with an investigator as this is really nothing capable of being from earth doing the speed I seen.","Truck driver",1,1,"circle",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2021,2020,1,1,23,"Night","South",1,0,0,0,0
"139027",168820,"Web","2022-06-18","2022-06-18 22:42:20","2022-06-19","1899-12-30 00:28:00",0,"Less than 2 minutes","North Eastern sky","Tampa","FL","33610","Hillsborough","USA","While driving east bound witnessed a bright redish, orange glow in north eastern sky, appearing to leave the atmosphere then disappeare","While driving east bound witnessed a bright redish, orange glow in north eastern sky, appearing to leave the atmosphere then disappeare

Was in vechile traveling eastbound while on cellear divice close to a half an hour past midnight with a friend in front passenger seat to get food. Apon driving to pick up food noticed a oddly colored crimson redish, orange glow that resembled the shape and look of a rocket thruster in North Eastern sky. There was no emissions trail or any smoke. The object created almost like a flaming ball but traveling upward into the night sky, color stayed consistent until it appeared the mass left the atmosphere and literally vanished without a trace.","Self Employed",2,1,"fireball",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2022,2020,2,6,0,"Night","South",1,0,0,0,0
"139193",170216,"Web","2022-07-02","2022-07-02 13:59:18","2022-06-21","1899-12-30 21:00:00",1,"Less than 5 minutes",NA,"Enfield","CT","06082","Hartford","USA","Orange light moving in multiple directions, then vanishing","Orange light moving in multiple directions, then vanishing

I went out for a few minutes in my car to get fast food, and on my drive back home, I saw an orange light in the sky. It did not blink, but slightly pulsated. As far as size, it appeared slightly but noticably larger than stars and planets from my perspective. It moved slowly in the same direction as my car, then turned in an almost 90 degree angle, then turned again a few more times. I kept looking out my car windshield periodically until I arrived home and parked in front of my house. (The restaurant I went to is just about a minute away from my house). After I parked, I kept looking at the light from the driver's side window of my car, which was facing south. The light continued to move and change direction every few seconds. I saw that it was above the clouds, since clouds moving in front of it made it appear more hazy. (The next few sentences will sound cliche, and I understand, but it is the honest truth). I knew I had to get this sighting on camera. I frantically grabbed my phone, opened up the camera, and quickly looked back up to make sure it was there, but it had vanished. I got out of my car and looked up at the sky for a few minutes and scanned for the light, but I could not find it again.","Production Specialist",1,1,"light",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2022,2020,2,6,21,"Evening","Northeast",1,0,1,0,0
"139740",170858,"Web","2022-08-02","2022-08-02 12:20:01","2007-09-04","1899-12-30 20:50:00",1,"3 minutes or longer","Rooftop of 201 Poplar Avenue about 14 stories tall","Memphis","TN",NA,"Shelby","USA","Aliens can read your thoughts from an extremely long distance away (photo has never before been published. Please hold photo's release)","Aliens can read your thoughts from an extremely long distance away (photo has never before been published. Please hold photo's release)

On the evening of this occurrence, I was working in the Memphis Police Dispatch Office as one of the Shift Supervisors when a sighting of UFO?S was reported in the vicinity of the Memphis International Airport. I knew I would have an unobstructed view of the Airport from the roof of the building so I took my Police mobile radio and proceeded to the rooftop to see if I could observe any problems occurring at the Airport. While at the location observing in all directions, I did not observe any aircraft other than our planes (I?m also an aircraft mechanic, trained by the U.S.A.F. and I?m accustomed to seeing Aircraft of all types in flight). While standing there I happened to peer over the side of the Building and I was thinking ?how in the world could someone bring themselves to a point where they could launch themselves over the side of anything this tall to commit suicide.? As I was thinking about how it must feel to be falling through the space and time knowing all the time you are going to hit the ground. Suddenly, I was taken by a completely new sensation of which I have never before in my life experienced. I could literally feel the presence of another being near me. I looked into the direction of where I could feel this being and I was looking at about a 45-degree angle up into the darkness of the night toward the East, but I saw nothing. I could feel this being coming closer to me as if I could see it coming toward me, but there was nothing but darkness in the sky. As I stood there watching the sky and I felt another connection I have never felt, and that was like I could understand what someone else was thinking, and then I saw this small (between the size of a soccer ball and basketball) shinny sphere coming toward me that shinned brightly from the lights of the top of the Building Helicopter landing area but gave off no light or sound of its own. The sphere flew straight down at me and passed above my head about five feet away traveling maybe 2-3 MPH. (It felt so close that I felt like I could reach out and touch it.) I could feel some sort of mental connection between that thing and myself that I have never experienced before. It felt so strange that I can?t fully explain it even today. It flew past me and upward where I could still see it traveling toward the 100 N. Main Building and then turned sharply and was last seen traveling toward the part of the sky, I had observed it to originate from. I knew what this was as soon as I saw it coming toward me, as I have seen numerous of them in the past where there was death. I then realized that this UFO could read my mind and it must truly be a spirit catcher. I have seen these flying objects many times and as I say there was always death. The most chilling time that I observed them was unfortunately, the worst, and saddest time, for America. If you go back and observe the attack on the twin towers in NY, and watch when the cameras are pointed at the smoke rising from the tops of the towers, you will see these bright shinny orbs flying into the smoke-filled sky above the towers and you will see bright colored flashes emerge from them multiple times on every pass through the smoke-filled sky. They are catching the spirits of the dead. That my friend, is the simple truth of what they are. Aliens have been traveling through the cosmos for more than 5000 years. They were flying their ships probably before mankind was even on this earth. They have stood by all the time humans have polluted and almost destroyed the earth and all the seas and filled the heavens with debris from our space ships, not to mention the debris we have deposited on this earth. Yet, they keep their distance. They leave us alone to do our thing. They are not human, not like you, don?t breathe the air, don?t consume the same thing as you, well, maybe, uh, if you consume blood, well ok, they do also. They are not subject to the forces of gravity, and there is a reason for that as, they would not be able to stand the G forces that would instantly kill a human being. Really, they are more like an inter-dimensional being than anything else.
Let me explain what I mean when I say they are spirit catchers. Everything that exist contains energy. We may not understand this energy, be it Sub-Atomic particles or another totally different energy, yet there is energy there. The human spirit is energy. The human body is run by energy. When you die that energy that runs the body is gone. Your spirit energy is not. It goes out of the body. Where, well, I don?t know, but it goes out. Perhaps a depiction will give you insight. I?m giving you food for knowledge so, what the hell, I might as well give you everything. I?m providing a photograph that is totally untouched. It is a picture of something I witnessed while I was setting up some CCTV cameras. This system was only a few months old and functioning perfectly when I was using it and while I was setting a camera and watching the screen, I observed something travel out of the side of a hill of ground and travel about 18 inches off the ground at about 35-40 MPH for 50-60 feet and turn downward and go directly into the asphalt of the parking lot. I went back on the video and found that the object was traveling so quickly that it was only captured on one frame of the video. Well, I?ll tell you that I have never seen anything like this. The sun was directly in the front of the camera, yet the object cast no shadow. You can see those two beings, one on right you can see through, and one on left you cannot see through, ridding on some sort of jet powered sled with jets on the bottom rear. If you look closely, you can see one jet is giving off smoke. You make up your own mind. I?m not going to fill you with my thoughts on this one but, this is what I mean by inter-dimensional being. Blow it up on a big screen and make your own determination. Now, come to the reality that there are other dimensions to this world and we are not alone in the cosmos. Please don't publish the photo as it has never been released before.","Law Enforcement",1,1,"orb",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,0,0,0,0,2007,2000,3,9,20,"Evening","South",1,0,0,0,0
"139860",170988,"Web","2022-08-08","2022-08-08 11:12:04","2022-08-08","1899-12-30 10:52:00",0,"About 10 Minutes","Hilltop High School | 555 Claire Ave","Chula Vista","CA","91910","San Diego","USA","I was walking to class when me and my friends saw a possible UFO in the sky","I was walking to class when me and my friends saw a possible UFO in the sky

After me and my friends got our food for nutrition break we went to our AP Human Geo class on our way over we saw a circular UFO Looking object. because of forced perspective from about 5 feet off the ground it looked like the size of a penny held up to the sky. i'm not too sure what it was but I'm reporting it anyway.","Student",3,1,"circle",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2022,2020,3,8,10,"Morning","West",1,0,0,0,0
"139911",171049,"Web","2022-08-11","2022-08-11 05:08:29","2013-02-15","1899-12-30 03:00:00",1,"40 second or less","US Army Special Forces Selection","Camp Mackall","NC",NA,"GA","USA","Glowing Sphere, Extremely fast and silent. Didn't cast any light from the craft.","Glowing Sphere, Extremely fast and silent. Didn't cast any light from the craft.

Context: I was a 21 year old enlisted soldier taking part in the U.S. Army Special Forces Forces and selection program. We conduct different physical events to select candidates for the green berets. This event is called land navigation. You have to traverse accross a large plot of terrain in cover of darkness with a rucksack, rifle, map, compass, protractor, food and water all by yourself. The objective is to find these point on a map, 6-15 miles apart, Lastly, I KNOW what differnt aircrafts look and sound like both at night and during the day. I jumped out of them for a living both at night and day.

It's 2.am and I just began my trek to my first point maybe 2 hours ago. They set us out on this objective during zero moon illumination to make it more challenging for candidates. I'm sure that I was close to my first point which was my furthest at 8 miles or something because I could barely make out another candidate in the near distance so I just though ""He might be going to the same point""( we have to wear these orange vests around our rucksacks for our own safety so if you're around 20 feet from someone, even in the dark you can kind of make it out.) He then went through some trees so I was trying to catch up by running but I was tired and stopped to catch my breath and rest my back from the 50lbs ruck sack. I leaned downward to give my lower back a break then leaned up to readjust my rucksack and I noticed some type of white-lit marble in the night sky. Remember, there is no light anywhere, except the stars. So I'm try to gather what it was but I couldn't gauge the distance or the size because the light didn't cast on anything at all.

Like normally when you have a light shining from a helicopter for example, you can tell the size and how far away it is by the direction of the spot light being cast or the front lights of the aircraft. So this non-light casting bright sphere was so smoothly flying towards me and it struck me as odd by how smooth it was moving towards me. Again, I'm use to C-130, C-17, blackhawks, Chinooks.... So I know this is weird. But because it didn't cast a light, I did realize how much closer it was than I thought and couldn't make out the size. Currently my mental state is the same as anyone who has been doing cardo for over and hour, very alert, constantly hydrating with my canteens so I know I'm in my right mind. This whole scenario maybe lasted 10 seconds so far.

But then I realized I suddenly could hear myself say ""what is that?"" and the surrounding calm breeze. Normally it's pure chaos when an aircraft lands. So now I'm trying to rationalize, Maybe its a drone? ...No?

As it was about to be over head, but may above the treeline, suddenly it sped up and turned like how you would roll a marble on a bed sheet or something. it made like a hooked curve-like turn but very fast and without tilting or anything. like a fast ball rolling it's way through the sky. That freaked me out. ALL aircraft tilt as far as I know and drones have a very mechanical movement when they turn. So now I'm awake.

The nail in the coffin came when this thing turned and increased speeds to something I have never even seen again after that day. Remember, It's the darkest night of the month. I can see this non light-casting ball speed off past the horizon and tree line and cover the distance I just came from in under 10 seconds. I started freaking out trying to look and see if any other candidates were around so I quickly sprinted to where I thought I saw the other guy went and found them, because only 5 minutes had passed since I saw him. tried to tell someone and realized I sounded like an idiot. I kept thinking ""What do we(The army) have that can do that??! I have never seen that"" I asked around the camp with a hundred or so others. Some of which were more veteran than me nd they just kind of shrugged and looked at me like I was delirious. And unfortunately, these people also have to NOT vote to send you home as well. So I kept quiet ever since.

But the physics I saw and the physics I was used to as an experienced airborne soldier completely in his right mind and not giving a crap about aliens, knew that this was TOO different. And there was NO way, it wasn't extraterrestrial.
","Freelancer",1,1,"sphere",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2013,2010,1,2,3,"Night","South",1,0,0,0,0
"139966",171113,"Web","2022-08-12","2022-08-12 13:57:58","2021-12-03","1899-12-30 07:00:00",0,"about 45 minuets","about 5 miles offshore in Atlantic Ocean","boynton beach","FL","33424","palm beach","USA","I saw craft exit portal/vortex","I saw craft exit portal/vortex

while fishing offshore I saw unusual rectangle shaped silver/gray cloud, then 2 teardrop shaped clouds dropped down from each bottom corner of rectangle. then vortex shaped cloud shot up from center top of rectangle cloud with star like object on top of vortex. vortex was spinning in clockwise motion. vortex remained, but object at top disappeared. then large cloud of vapor or mist erupted from the face of the rectangle for about 1 minuet. vapor stopped coming out of rectangle, but vapor remained in place. perceived movement in vortex from top to bottom. lasted several minuets. craft rode up thru vortex and about 150 to 200 feet above vortex. craft turned north, then west and then south southwest. portal disappeared, but vapor and the two teardrop shaped clouds remained. craft had arrowhead type appearance on nose, back part of craft cylinder shaped. about three fourths the length of 747. nose of craft morphed into same shape as rear so all was cylinder shape. bottom of portal never touched the ocean, and was about 50 to 75 feet above surface. after event ended I had a feeling of peace and calmness like nothing I ever felt. that night my teeth were very sensitive to hot (not spicy) food-first time that happened.","retired farmer",1,1,"cylinder",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2021,2020,4,12,7,"Morning","South",1,0,0,0,0
"139969",171116,"Web","2022-08-15","2022-08-15 10:03:26","2022-08-14","1899-12-30 21:21:00",0,"120 seconds","Pinebrook lean-to","Raquette Lake","NY","13360","Hamilton","USA","While stargazing in the Adirondacks of NY my 14 year old son and I watched for 2 minutes as an uncomfortable amount of lights crossed.","While stargazing in the Adirondacks of NY my 14 year old son and I watched for 2 minutes as an uncomfortable amount of lights crossed.

While camping with my 14 year old son and daschaund my son and I decided to do some stargazing. We were in great spirits, dancing around the campfire, running around in the dark , being silly and having fun . My son was taking photos of the stars about 50 feet away from me . I looked up at what my brain wanted to initially call a shooting star, then as I processed that that couldn?t be correct my thought turned to ?meteor shower? but my brain processed that that couldn?t be correct either . After about 15 seconds of initial sight I called to my son in a no nonsense tone to ?get over here? while pointing out the objects to him .

We watched together for at least a full two minutes as from south to north a perfect line of lights appeared one after another moving at speed and in a manner that was inappropriate for anything our minds could make sense of.
- The lights were perfectly spaced from one another and moved in a perfect line .
-The lights ?started? green in color but turned bright white . Not flashing , more like the green got so bright and intense it had to turn white.
- The lights were fast and moved at a speed comparable to shooting stars but never lost altitude or broke ?formation? in regards to the spacing of the lights in front or behind it.
-At any given point throughout the sighting 15 to 20 of these fast moving lights could be seen creating a perfect line across the sky, though their colors were not constant with one another.
-The individual lights appeared rectangular or maybe pill shaped.
-The manner in which the lights moved across the sky was just ?wrong.? I have a hard time articulating this . Aside from the speed and formation the lights ?floated? or could maybe be compared to the way something glides across smooth ice.
-the formation these lights created were so constant and symmetrical I still question if we saw many small objects or one absolutely immense one

My son took video of a small bit of our sighting though we can?t see the lights in the video. The North Star is visible and constant and it appears other stars burn bright enough every now and then to blink up in the video . In reality it was a very clear night with many stars present.

After watching the last light in the string of lights . My son and I sat down unspeaking and unable to take our eyes from the sky . The mood wasn?t silly anymore . I said my sons name and he replied ? I can?t talk about it . Maybe we can talk about it in the morning. Don?t talk about it.? This place that only 2 minutes ago had been so fun and free now felt ominous, filled with dread, and just unsafe.
We both got into our tent for about 30 seconds and I asked him ?do you want to be here ?? His eyes welled with tears and he replied ?we can?t be here.? We got out of the tent and started shoving things into bags in any way they would fit and quickly tearing down camp .
About 30 second into doing so our very friendly dog who had not made so much as a yip or whine the entire day turned toward the Southern woods and started fiercely growling, barring his teeth, and barking frantically while oddly tucking his tail between his legs . This is notable as anytime the dog goes into an alert position (which is super seldom) we joke about him going into show dog mode as generally his ears will just perk and his long slender body goes into a perfect symmetry with his tail tip and nose being in a super straight line . The dogs actions caused both my son and I to instinctively scream . We grabbed everything haphazardly to make our way to the car which was parked about a quarter mile away through isolated woods. Without thinking I ensured that I had our alarm whistle in my mouth and bear spray in my hand for the trek . I blew the whistle loudly about every 10 steps . We walked by our loaded food hanging system without even discussing stopping to retrieve it . That wasn?t an even an option at that point .

We reached the car without incident threw everything in and locked the doors immediately upon entering. It took about 20 minutes of driving before we spoke . When we did we both broke down sobbing. I tried to assure my son everything was fine , we were ok. He disagreed and pointed out our body position which I hadn?t realized was hunched, arms in as tightly as they would go , it was like we were trying to make ourselves as small as possible . We drove the 3 hours home arriving around 1:30 am stopping only once in a well lit parking lot to sit in the car and just breathe for awhile. Upon getting home , my son would not leave my presence even for me to use the bathroom and demanded that I sleep in his bed with him . Imagine under normal circumstances how awkward being a 14 year old boy watching your mom use the bathroom and sleep in your bed would be . That discomfort was nonexistent and instead replaced with the fear of being in any sense of the word ?alone.?

I realize the facts of the sighting are what?s measurable here . I expand beyond those because while we can tell you about the lights we saw , it was the sense of imminent danger, dread, and primal instinctive fear that they instilled in us and our dog that for me makes this experience so notable . We camp, hike, and backpack all the time. We love science and nature and logic . Maybe that plays into our reactions . What we saw defied all of those things and left us feeling very defenseless and unsafe . The occurrences of last night were by far the most terrifying of my entire life.
","Server /student",2,150,"unknown",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,2022,2020,3,8,21,"Evening","Northeast",1,0,0,0,0
"140182",171364,"Web","2022-08-23","2022-08-23 19:49:07","2022-08-23","1899-12-30 21:46:00",0,"20 Minutes","State route 23 heading south","Circleville","OH","43113","Pickaway County","USA","3 lights signal each other","3 lights signal each other

I was leaving Columbus heading down state route 23 going to Jackson Ohio. Before I got to Circleville I saw 3 lights in the sky. About 10 times bigger than a bright star. They had a washed out yellowish glow to them. I thought it was just bright stars or a good night for stars until they all shut off at the same time. I thought it was weird but just kinda shrugged it off as helicopters. Until I seen it again. So I just grabbed some food in Circleville and was on my way to Chillicothe then I saw them again! The very left lower one turned on first almost like it was signaling the others to turn on. So the other 2 turned on for a few seconds all then all of a sudden the 2 on the right (not the signal light) started shooting out 3-4 other equal sized lights! Both of them! Them the lights they shot out turned off and then a few seconds later they all shut off. I was freaking out I called my fiance then the UFO report agency. They couldn?t do anything over the phone but I tried my best to record it. My phone case makes it fuzzy and there is a lot of light pollution being on the high way so I couldn?t get good quality but when I was recording the signal light (very left) turned on. At this point I was in Chillicothe so the lights being a plane or cell tower was out of the question. Also it stayed pretty in line with stars so I drive about 45 minutes and they were still in the same spot! But as I was saying the left one turned on and for a few seconds it stayed on then it flickered for a few seconds acting like it was trying to get the other attention but nothing. Them about 4 minutes later it turned on the the middle one turned on for a few seconds but the third did not appear. They shut off and that was the last I seen of them.","Electrician",1,3,"circle",0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,2022,2020,3,8,21,"Evening","Midwest",1,0,0,0,0
"141152",172363,"Web","2022-10-14","2022-10-14 19:57:23","2022-10-15","1899-12-30 21:52:00",1,"2 to 3 and a half minutes","Possiy spanned into Lake County Florida as well at the elevation of between ~1000 to 2000 ft.","Orlando (Specifically, Lockhart), FL","FL","32810","Orange","USA","I witnessed a commercial airliner that for a split second appeared as a triangle shaped UAP that then exibited time dilation.","I witnessed a commercial airliner that for a split second appeared as a triangle shaped UAP that then exibited time dilation.

On approximately 9/15/2022 I returned from an ER Visit for a minor infection on the bottom of my feet. As I had a conversation on the phone with a family member I noticed what at first was, for a split second, I am pretty sure some type of triangle UAP that morphed back into a comercial airliner on takeoff from the Orlando Metro West Southwest. It at first appeared to be cruising normally but as I continued to observe out of the corner of my eye it seemed abnormally slow and moving at tops at 50 to 70 mph in a bit of a haze on a clear night. I watched as it continued climbing between 750 and 1500 to 2000 ft and continued at a crawl. I am fairly certian I witnessed the aircraft through time dilation and reported as such in relation to the vector heading and time of 9:52 pm per a photograph to the FAA Atlanta regional overnight 24 hr aircraft interference/emergency line. The aircraft took actually almost 5 minutes to approach and cross the horizon and I now feel like I might be remebering a bit of missing time. Are time travelers interfering with our commercial aircraft like the movie Millennium? I don't know but this was not the first time I noticed strange craft that I think were cloaked as commercial airliners I think to move around in our air space in secret. One time in ~2015 I noticed a what at first apeared to be a commercial jet liner with lighted wing tips crawling just as slowly across the Orlando/Winter Park sky to the North West from Corrine Dr./Lake Druid with a strange disco ball like twinkling strobe behind the rudder that resembled the Close Encounters of the Third Kind craft where it interacted with the Keyboard Lights/Moog. Additionally I have seen twice giant flying wings display for a split second/second out of commercial aliners in the Orlando metro going back to 2012/2013 as I remember; one black with red lights on the wing tips and an metal superstructure underneath that must have been a mile wide the dimensions of a an ~165? boomerang and the other banked at a 90? ""screaming standing still"", basically, within displacing momentarily an aircraft on approach to OIA over approximately Winter Park/S.R. 436. In summary, this is a detailed description of my sighting as discussed/described by me on ~ Sept 15th since then that was witnessed from an open window in my car parked in my driveway in the Lockhart neighborhood/municipality in the Orlando Florida area on Tarpon Dr. facing north.

Additionally, about a month prior to Sept 1.5 on August 15 or so, of this year, my friend and I saw a faintly lighted commercial sized airliner doing a series of banked 90? turns over Lockhart to the east of Eatonville where we were picking up food in the drive through. I picked up on the fact that it flew silently and made no sound.

Lastly, three sightings from 2012 and ~ 2010.

1) In about 2012 I saw at night from cross town what I think was a commercial airliner fall out of the sky through ""a hole"" over roughly the sinkhole behind Austin Coffee and Film in Winter Park Florida. I drove over in a hurry expecting a crash and simply remember ""blacking out"" when I got their and their after I can only remember I went about hanging out instead of calling local authorities per my understanding of how of how to respond at the time.

2) In roughly 2010 my self and my buddy the artist Gavin Heron Venetta witnessed two commercial airliners in the same approximate position come within ~500ft of eachother in terms of altitude over Austin Coffee and Film where we used to hang out regularly before he passed back in roughly, per my perspective, in 2018 in a strange thick mist like daytime fog in~ 2010. Per my perspective it seemed like they came in from different dimensions in time as well.

3) I witnessed either an E.B.E. (ExtraTerrestrial Biological Entity) or an time traveler, kinda resembling the E.T. in the movie Battleship, stop time for a split second behind Austin Coffee and Film where a couple of people including myself stood in a circle to accept that one thing that you might do socially if you were offered, though I only took ""one puff"", before I saw it thrash and headbang in a background of static electricity lightning then leap into the sky as it appeared,

Concluded.","Construction",1,1,"triangle",0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,NA,NA,NA,0,0,0,0,2022,2020,4,10,21,"Evening","South",1,0,0,0,0
"141643",172870,"Web","2022-11-08","2022-11-08 16:57:03","2022-11-04","1899-12-30 18:22:00",0,"3 minutes","End of John Reed Road and East Beach Road","Westport","MA",NA,"Bristol","USA","Bright orange orb flying a defined flight path with no sound.","Bright orange orb flying a defined flight path with no sound.

Shelry is a chemist, biologist, and holistic nutritionist and I have a degree in physics, electrical engineering and a former privite pilot. Object was an orange / red orb changing shape. Approximately 500' away at an altitude of 300'. It flew slow with no sound then stopped and hovered for about a minute then proceeded to fly quickly to the north toward a what appeared to be a star and faded away. The second one just apperared then flew a similar flight path as the first then also faded away into a second star. See our attached videos","Electrical Engineer",2,2,"fireball",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,2022,2020,4,11,18,"Evening","Northeast",1,0,0,0,0
"142006",173249,"Web","2022-12-03","2022-12-03 10:30:41","2022-12-12","1899-12-30 19:10:00",0,"30 seconds","Hwy 160 and Talisman Dr","Pagosa Springs","CO","81147","Colorado","USA","Large, low-flying triangle with bright lights.","Large, low-flying triangle with bright lights.

I was driving west leaving work. I was on highway 160 approaching Talisman drive.
I noticed very bright lights coming in a southeast direction. I Looked up to assume I would see an airplane. My thoughts were that craft is flying very low, that it would barely make it above the trees. And that it was so large it couldn't possibly land at our local airport. I also noted that it had no ""wings"" and no tail. There were about 6-8 white lights and one red on the craft's left side. And no detectable sound. It was very clear and distinct.
The craft was flying just above a local fast-food restaurant, and was larger than that building.
I stopped in my lane and watched it fly over my car. It disappeared when I looked in my rear-view mirror.
I have been looking in our town's newspaper for any reports of a large aircraft sighting. I have found none.
I am very curious and would like to hear your thoughts. I was in such awe I did not get a photo. I did however, look on Google and found a photo of what I recall seeing. Please understand this is a photo off Google and not my own. It shows exactly what I saw.","Pharmacy tech",1,1,"triangle",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2022,2020,4,12,19,"Evening","West",1,0,0,1,0
