"","SightingID","ReportSource","ReportDate","ReportTime","EventDate","EventTime","ApproximateDate","Duration","Location","City","State","Zip","County","Country","Summary","Narrative","Profession","TotalObservers","NoofShips","Shape","Aircraft","AnimalResponse","ElectricalMagnetic","Sounds","EmitObjects","EmitBeams","Aura","Trail","LightsOnObject","ChangeColor","Landing","Entities","Abduction","MissingTime","PhysPsychEffects","NUFORCNote","Explanation","Certainty","PilotMilitaryObserver","StructuredCraft","MetalSphere","Hightlight","EventYear","EventDecade","EventQuarter","EventMonth","EventHour","EventTimeGroup","RegionUS","food_pills","bullet","force_field","blinding_light","odd_anatomy"
"121766",148768,"Web","2019-09-11","2019-09-11 08:18:31","2019-09-10","1899-12-30 22:30:00",0,"30 seconds",NA,"Rio Rancho","NM","87124","Sandoval","USA","At about 10:30 p.m. we we're outside in my garage playing pool, and noticed the sound of a military helicopter, which isn't very abnorm","At about 10:30 p.m., we we're outside in my garage playing pool, and noticed the sound of a military helicopter, which isn't very abnormal.  We went outside to check it out because it seemed particularly low and loud, and it was maybe half mile or so above the ground, Using radar or something in the nose we could see the green light.  It was flying west to east at full speed as far as we could tell.  Once it got almost directly overhead, maybe 20 degrees straight in front of us, we noticed a light orb turn on, orange in color, about 200 to 300 feet in front of the helicopter get bright and then take off in front of the helicopter.  The orb was right on top of us again about a half mile up.  It took off East and then veered Northeast.  The helicopter sped up a little bit and went in pursuit.  We did see the light go out it seemed like it wasn't a flare or a missile, because it didn't come from the helicopter it came from in front of the helicopter turned on and then ! had a burst of speed and then turned off.  Not to mention there is desert/Mesa all around us why launch a missile over the suburbs?  There's no way that's what we saw.  Afterwards there was a squad of helicopters in the area which isn't very normal and we saw a drone as well.","Self employed contractor",4,1,"orb",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2019,2010,3,9,22,"Night","West",0,1,0,0,0
"122360",149415,"Web","2019-10-02","2019-10-02 14:55:27","2001-10-30","1899-12-30 21:45:00",0,"5 minutes",NA,"Johnstown","PA","15904","Cambria","USA","Monolith in front of the almost full moon","Monolith in front of the almost full moon

On October 30th 2001, while at work, my boss told me he heard on the radio that it was the first full moon on Halloween in 80 years which I found that to be interesting.  I was done with work at 9:30 PM  and waited for my co-worker, as she was my ride home that night.  It was about 9:45 PM when we exited the building facing east.  After about 10-15 steps out I remembered what my boss said and looked up to appreciate the moon the day before it was full. When I did, my stomach immediately sank and I stopped dead in my tracks.  My immediate impression of it was that it was a missile or rocket coming straight down (this was fairly soon after 9/11 and anxiety was still high).  But as my mind began to register what my eyes were seeing, I noticed that it had no exhaust or visible emissions, no lights or sounds and it was not traveling downward but growing downward, the top portion of it remained fixed in the sky.  All I could do was raise my arm at first to motion my co! -worker to stop walking (she hadn't yet noticed).  My eyes glued to this thing I finally muster out ""what is that? What is that? Look!"" She stops walking and I now have her attention and point to the moon. ""Do you see that? What is that? Do you see this? What is that?"" There was a slight haze but it was clear out at the time and this object was solid. It casted a faint shadow from the moonlight, it was physically there in the sky. I would best describe it as a very thin black rectangle or a thick black line in plain sight in front of the full moon. It was growing downward and looked like a solid banner slowly unraveling. We were standing there in complete awe and silence, just watching it. It then stopped ""unraveling"" (still in front of the moon) and right after it did, another line or thin rectangle appeared a little below where the first object ended and did the same ""unraveling"" the first object did. All the while maintaining a stat! ionary point of origin from where it appeared. So at first it ! started to look like exclamation point (!) But the point continued to elongate downward. The objects did not move other than appearing and ""unraveling"" the entire time. The moon was well above the tree line and no power poles or clouds were even close to it. I did not see any other aircraft in the sky. As the 2nd object started to stretch past the bottom of the moon. My coworker started to become very unsettled and distraught over what we were watching and needed to get home to her family asap. She was so shaken up from it that she asked me if I could drive her car for her. I wanted to stay and watch it, as long as I could but I couldn't deny my coworkers request to drive, seeing how shook up she got.  Driving home, I tried to continue watching it the best I could but soon lost sight of it in the trees and hills on the way home. Once home I was able to get a good view of the moon again but when I did, I didn't see the objects any more. We must have watched the objects for ! about 5-10 mins before leaving the work parking lot and about 10 to 15 mins to dive myself home. I was so excited at the time over what I saw that I wrote down some notes and drew a diagram to help better describe and understand what happened once I got home. I scoured local news for days but never heard anything about it. I told my friends and family, who were skeptical and made light of it.  Some of my friends later got confirmation from my coworker of what we saw that night. But it still scares her and she doesn't like to talk about it in detail. Although some time has passed since then, I still remember this event very vividly, as I have never seen anything like it before or since. I have since stopped telling people about it out of fear of ridicule, discrediting myself and disbelief (even I am skeptical of other people's ufo stories and sightings). I've only recently came across my notes of what I witnessed that night and wanted to tell my story one more time. I do not! know what these things are but I am certain what I saw. They ! were sol id and they were there in front of the moon. They made no noise and had no lights. They sat motionless in the sky and changed its shape. I witnessed the 2nd object literally appear and grow from nothing. I am an educated person and I cannot come to a proper explanation of what it was. It really defied my logic. I know about helicopters, meteors, contrails, chemtrails and weather balloons. I am aware of various, bizarre weather phenomena. Drones have not yet been made public. I rarely drink and I don't take drugs. I was of sound mind on that night and I am of sound mind now as I write this. What I said here happened and is is 100% true.","Shipping",2,2,"rectangle",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2001,2000,4,10,21,"Evening","Northeast",0,1,0,0,0
"122918",150015,"Web","2019-10-28","2019-10-28 20:15:02","2019-10-28","1899-12-30 16:00:00",0,"4 minutes",NA,"Wemme","OR",NA,"Mt. Hood","USA","An airplane with no wings and no jet trail","An airplane with no wings and no jet trail

Was sitting on Mt. Hood with my buddy when we saw this shining bright object in the sky. It was bullet-shaped, long but not wide, and it looked high up but I couldn?t tell for sure. I thought it was a plane at first, but it didn?t seem to have any wings and there was no jet trail behind it. It curved through the sky smoothly, not pushed by the wind but going pretty fast, until it shrunk into a single spherical dot shining through the blue at us. Finally it was out of sight.

",NA,2,1,"cylinder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2019,2010,4,10,16,"Afternoon","West",0,1,0,0,0
"123987",151285,"Web","2019-12-04","2019-12-04 19:43:25","1964-08-01","1899-12-30 17:00:00",1,"~5 minutes",NA,"Salt Lake City","UT",NA,NA,"USA","Myself, my mother and my 2 sisters noticed a silver disk ~1/2 mile straight overhead.

We watched for a few minutes and then it shot","Myself, my mother and my 2 sisters noticed a silver disk ~1/2 mile straight overhead.

We watched for a few minutes and then it shot out 3 missile looking objects.

It then sped off towards the SE at a very high speed (>5000 MPH).","Systems Analyst",4,4,"disk",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1964,1960,3,8,17,"Afternoon","West",0,1,0,0,0
"124309",151694,"Web","2019-12-17","2019-12-17 00:38:46","2019-12-16","1899-12-30 02:00:00",0,"3 hours",NA,"Castaic","CA","91384","Los Angeles","USA","Bright light fluidly moving through the sky.","Bright light fluidly moving through the sky.

I?ve observed this craft for almost two weeks and I?m not entirely sure what it is.  It might be a drone or a UFO, but it is certainly not an airplane, helicopter, or satellite because its movement patterns conflict with aerodynamic animations typical in planes and helicopters and it?s too fluid to be a satellite.  The craft exhibits sporadic unidirectional movements without the buffering process of reorientation.  For example, this vehicle can change directions without backing up or turning around.  Additionally, it?s capable of hovering in the air for hours, or speeding (however, I?ve never observed any brisk movements, it mostly hovers around the same region for hours) which is uncharacteristic of planes and helicopters, but not drones (depending on the type, if it is a drone it?s incredibly expensive).  The vehicle in question emerges exclusively during the evening, roughly between 12 AM and 3 AM, and lingers for three to five hours.  Maybe it stays longer, bu! t I?ve never managed to stay up long enough to witness it.

 The craft possesses white lights, which amplify in certain contexts. For example, an almost indiscernible second craft approached the hovering, distinguishable vehicle and both brightened when in close proximity of each other.  The indistinguishable craft immediately disappeared after, following with a bright projectile shooting from the sky.  Firstly, I couldn?t tell if the amplified lights were strobe lights or solid lights, and what I?m describing might indicate drone collision lights.  I researched drone collision lights and they?re functional during the full extent of drone-operation.  Sensor-activated collision lights sound perfectly plausible, but I?m struggling to find any examples. Secondly, the bright projectile resembled a ?shooting star? and it?s not the first time I?ve seen these ?shooting stars? projected from/around this vehicle. However, correlation does not equal causation and they may be unrelated. Another detail to add, however, is that two distinct light proj! ectiles *appeared* to shoot from the isolated craft in a separate occurrence. But, I?ve only witnessed two occurrences of light projectiles coinciding with the craft, so I?m guessing it?s just a regular meteor. I am in no way assigning any definitive explanation because there?s a lot I don?t know. Do what you will and feel free to ask any questions.","Broke ass college student",1,2,"light",1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2019,2010,4,12,2,"Night","West",0,1,0,1,0
"124394",151793,"Web","2019-12-21","2019-12-21 19:25:45","2019-12-19","1899-12-30 19:40:00",0,"30 + seconds",NA,"Belleville","KS","66935","Republic","USA","Sighting was at 7:40 pm, Saturday December 19th, 2019, In Belleville, KS.    ((NUFORC Note:  Starlink satellites?  PD))","Sighting was at 7:40 pm, Saturday December 19th, 2019, In Belleville, KS.    As I was driving west down Hwy 36 with my 12 year old daughter, I noticed a bright star/planet in the sky. Then I noticed it would fade as it traveled up in a 45 degree angle. I pulled over into an empty lot and started watching. That is when I noticed it was a pattern of lights traveling in this angle. As one Began to burn brightly above the tree line out of no where and start going up, the one before it would get lighter, the one  before that would get dimmer, and the last would burn out. My daughter stepped out from the van to see what dad was watching and started yelling, ""what is that?"" All I could say with disbelief was, ""I don't know... I don't know""   We watched as this pattern continued for 30 seconds or more. I tried to take film, but my phone would not get a clear shot because of the street lights. It almost looked like it could be a large spinning object because the lights would just start in the atmosphere and move from south west to north west in that same angle 20 feet above the tree line. the objects were not rising from earth, but starting in the sky and ending in the upper part of the sky line. The pattern would start left and go right. and when the last Light started up, it was a bigger and brighter golden ball then the others and took longer to fade out as it went from south west to north west in night sky. it was just amazing to watch these lights start glowing out of no where and move left to right. I have included a picture I put together of what we saw and in the horizon area we watched it. best part was my daughter was able to witness this too.

 My daughters report:  Dec 21 2019 Belleville KS 7:40 pm:   I thought it was weird that my father pulled over and yelled at me to get out of the car. What I first saw it as  was either a drone or a missile. But it couldn't have been a drone since it was the size of a planet. The objects seem to be going in a 45 degree angle as I was facing  west. A shooting light of objects that seemed to ba a bright glow with a fade off of blue.

  They seemed to keep coming one to two seconds after each other. There seemed to be about 12 to 15 objects. They seem to have the same lighting as a roman candle. But started from the middle of the sky. They almost seemed to be a rotating item. They all seemed to be traveling in a straight line and just fade off.

 The main witness,  is a vault/ funeral technician/ headstone cutter Second witness, junior high student","Funeral Technician / headstone cutter and graphic designer",2,12,"sphere",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,2019,2010,4,12,19,"Evening","Midwest",0,1,0,0,0
"124437",151838,"Web","2019-12-22","2019-12-22 17:19:14","2019-12-22","1899-12-30 19:30:00",0,"5 minutes",NA,"Vicksburg","MI","49097","Kalamazoo","USA","10+ bright lights traveling in serial over West Michigan  ((Starlink satellites?))","10+ bright lights traveling in serial over West Michigan

At approximately 1930 on December 22, 2019, I was sitting in the hot tub outdoors enjoying the winter weather and the bright, clear sky over Michigan. I had just asked my children which star they thought was the brightest in the sky, and as I looked west, I noticed at least four bright lights traveling in serial across the sky, fading as they traveled further as if disappearing into the distance. They were traveling in a straight line, appearing perfectly spaced from one another and traveling along the same exact path. As they traveled further and began to disappear one at a time, new lights continued to appear from over the tree line until at least 10 of them had traveled along the same exact path and disappeared. The lights had the same appearance as stars, but shone much brighter and were obviously far closer. They did not move like, or appear to be, airplanes.

 Based on experiences I had in the military, my initial impression was that these might have been missiles or rockets being test-fired over Lake Michigan from a launch point somewhere in West Michigan ? possibly near the area of St Joseph based on where they appeared to be coming from. However, I am unaware of any launch or test sites in this area.

","Medical Device Executive",3,10,"formation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2019,2010,4,12,19,"Evening","Midwest",0,1,0,1,0
"124625",152041,"Web","2019-12-25","2019-12-25 17:52:53","2019-12-25","1899-12-30 18:40:00",0,"7 minutes",NA,"Victor","MT","59875","Ravalli","USA","These look like satellites or missiles. They were in a line exact spacing, coming from SW. ((""Spacelink"" satellites.))","These look like satellites or missiles.  They were in a line exact spacing apart, coming from the southwest.

Could be SpaceX","Retired parole agent",3,20,"light",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2019,2010,4,12,18,"Evening","West",0,1,0,0,0
"124755",152184,"Web","2019-12-31","2019-12-31 19:55:36","2019-12-31","1899-12-30 22:20:00",0,"90 seconds",NA,"Jacksonville","FL","32257","Duval","USA","Orange glowing fireball or object ;noiseless.  ((NUFORC Note:  Possible missile launch??  PD))","Orange glowing fireball or object ;noiseless.

I was outside looking at fireworks on new Years Eve and I saw a bright deep orange round shape  possible burning like a rocket engine would but on the whole craft.

It moved in a straight line from west to east: from the St Johns river area to possibly the Ocean . It was completely silent and looked about 15000 to 80000 feet high.

I saw it for about 90 seconds.  There was no tail.  No exhaust plumes.

Appeared traveling about the spped of a small plane.","Inspector",1,1,"fireball",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2019,2010,4,12,22,"Night","South",0,1,0,0,0
"124981",152452,"Web","2020-01-09","2020-01-09 11:23:57","2020-01-09","1899-12-30 04:00:00",0,"Seconds",NA,"Dixmont","ME","04932",NA,"USA","Green Ball of Fire falls from the sky","Green Ball of Fire falls from the sky

I was driving by myself to work in warren. There was another car a ways in front of me that also might of seen it. I was on rt. 202 turning on to rt.  7 when I observed a fast moving green ball of fire fall straight down from the sky.  I thought it was a missile at first and waited for an explosion but nothing happened.  The object moved far to fast to even attempt to record.  I didn't have time to stop and wait to see if there would be more.","Correctional Officer",1,1,"fireball",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2020,2020,1,1,4,"Night","Northeast",0,1,0,0,0
"125030",152510,"Web","2020-01-10","2020-01-10 22:25:45","2020-01-06","1899-12-30 17:15:00",0,">1 minute",NA,"Temecula","CA","92592","Riverside","USA","Object was moving faster than any aircraft I've ever seen.","Object was moving faster than any aircraft I've ever seen.

On Monday January 6th, my son and I were about to walk into the gym around 5:15 pm, when we saw what we thought at first was a rocket or missile launch. The object was tiny and I couldn't discern it's shape other than triangle looking with a red light on it. It came from due west and curved toward north. There were some high clouds at the time and the object was above them flying extremely rapidly, leaving a contrail. We both felt kind of nervous because of the issues with Iran and wondered if we had seen a missile launch. We live in a flyway for different military aircraft, police, traffic enforcement radar, first responders, fire fighting craft, news helicopters, commercial flights, private aircraft, and so on, in a north-south pattern mostly.  We've seen a number of rocket launches come from Vandenberg AFB, where you can see the fan like spray of the rocket's contrail and watch it move across the sky.  They move from north-west to south. This was also very ! different than other aircraft or rockets we've seen, not only because of the direction it traveled, but due to the speed in which it was moving. I can watch a jet, up at cruising speed and likely around 36,000 feet, move across the sky from horizon to horizon in about 3 minutes. This craft went across our field of vision, and just before it reached the eastern horizon, it traveled up and out of sight, taking less than a minute. It was moving faster than any aircraft I've ever seen. Location: intersection of I-15 and Temecula Valley Parkway/South Hwy 79.","Education Specialist",2,1,"triangle",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2020,2020,1,1,17,"Afternoon","West",0,1,0,0,0
"125495",153037,"Web","2020-02-03","2020-02-03 01:06:39","2020-02-01","1899-12-30 11:45:00",0,"3 minutes",NA,"Santa Paula","CA","93060","Ventura","USA","I was driving on Telegraph Rd. in the city of Santa Paula, heading in a northeastern direction. I was speaking on the phone with my boy","I was driving on Telegraph Rd. in the city of Santa Paula, heading in a northeastern direction. I was speaking on the phone with my boyfriend when I looked up at the clear blue sky and saw a silver bullet shaped object with no wings or any other identifiable features. I then noticed a slightly smaller silver bullet that appeared to be ?towed"" by the first object. I commented to my boyfriend that it looked strange and I could not identify what I saw. I then saw a third silver bullet-looking object that was slightly smaller in size flying in perfect formation with the first two silver bullets. It eventually became apparent that I was looking at 3 silver bullet shaped objects, one smaller than the other in consecutive order, flying in perfect formation. I wanted badly to photograph the objects but I was driving at the time and had my eyes peeled on both the road and the sky. When I told my boyfriend everything I saw, I looked back up again from the road an! d the three objects had vanished in the sky. There was absolutely no clouds in the sky that day and the sky was crystal blue and clear. The objects seemed like they were flying a few thousand feet in the air and they were not flying fast at all. As soon as the objects vanished, I was undeniably dumbfounded and commented to my boyfriend how I could not believe what I just saw because one minute they were there flying at a moderate rate and the next they had completely vanished as though they had not even existed. There were other aircraft in the sky but not close enough to the vicinity of the objects I saw. There were 2 other aircraft I remember seeing flying in the sky. The neighborhood consists of crops and fields with a slither of the Santa Paula mountains and Santa Clara river nearby.

",NA,1,3,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2020,2020,1,2,11,"Morning","West",0,1,0,0,0
"125945",153544,"Web","2020-02-23","2020-02-23 02:59:14","2020-02-21","1899-12-30 05:25:00",0,"20 minutes",NA,"Jay","VT","05859",NA,"USA","A long band formation spotted over Jay Peak Resort.  ((""Starlink"" satellites??))","A long band formation spotted over Jay Peak Resort

I do seasonal work at a resort in Jay Vermont. Before going to sleep, I stepped outside to have a cigarette. I often look at the stars to watch for anything of not when I noticed a line of what looked like ?moving star? slowly making their way from west to east. I immediately ran inside an found one friend because I could not believe my eyes, because there were four at first in a triangle formation. He pointed more out to me coming from the same direction, west to east. I noted that they were traveling almost parallel to the US/Canadian border. My friend still watching, I woke another friend up, who was at first skeptical. He came outside and confirmed what we were seeing. At one point, a single ?star? shoot north over the horizon in a bright arc near the end of the event. It lasted long enough that my friends went back to sleep. The objects usually faded into the breaking light of dawn from beyond the horizon, but the last one I could spot shot off like a ?! bright bullet? into the eastern sky.

","Ski-Slope Maintenance",3,20,"formation",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2020,2020,1,2,5,"Morning","Northeast",0,1,0,0,0
"126136",153762,"Web","2020-03-02","2020-03-02 06:28:34","2020-03-02","1899-12-30 19:30:00",0,"60 seconds",NA,"Indore (India)",NA,"452018","Indore City","India","Seen two bright spot the size of a little star moving very fast one followed by another and then disappeared deep in space.","Seen two bright spot the size of a little star moving very fast one followed by another and then disappeared deep in space.

[02/Ma/2020]-7:30pm IST Just saw a bright spot the size of a little star moving very fast very high up in the sky.  Any possibility of a human made spacecraft or missile or airplane or meteorite  is ruled out.  The bright spot moved very faster and disappeared (seemed like it may be still travelling) . The bright spot was immediately followed by another bright spot and pretty much traveled in the same direction. 100% this may have been UFO of alien engineering.

Indore City. India.  I'm yours.  My device is under FBI surveillance already since childhood.","RedHat Linux System Administrator",NA,2,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2020,2020,1,3,19,"Evening",NA,0,1,0,0,0
"126506",154181,"Web","2020-03-14","2020-03-14 20:54:36","2020-03-14","1899-12-30 20:00:00",0,"~1 hour",NA,"Lakewood","CO","80227","Jefferson","USA","Series of lights (not a group, but travalling the same path) moving W to E.  ((Starlink satellites))","Series of lights (not a group, but travalling the same path) moving West to East

t walking the dog with my daughter at about 8 PM when we noticed a light moving across the sky.  It came into vision on the west horizon at approximately the cross at Mt Lindo (the big white cross lights on the mountains) from our location.  It moved up into the sky, moving southwest to northeast in a trajectory between the cross and whatever planet was bright and about 30? above the horizon at the time.  It wasn't as bright as the planet and had a similar appearance to a satellite in the atmosphere.  It caught our attention because it moved much faster than a satellite or an airplane, was either far to small or high to be an airplane, and it made no noise.  When we lost site of the first light, qe noticed another emerging on the horizon from the same place, on the same path.  When we lost site or the second, a third appeared.  Came up from the same place, on the same path.  Scattered thin clouds moving through at the time began to make it more difficult to continually track the lights, but over the course of about an hour we watched as many as nine lights.  During the same time, planes traveled through and were easily distinguishable from these lights.  The only thing I could compare what we witnessed to would be missiles or rockets.  I've lived in this area for a very long time and am quite familiar with how air traffic moves through our airspace, at high altitudes and lower elevations.  Aircraft in this area NEVER follow the same flight path so closely with the exception of either taking off or landing.",NA,2,9,"light",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2020,2020,1,3,20,"Evening","West",0,1,0,0,0
"126760",154479,"Web","2020-03-25","2020-03-25 21:47:51","2020-03-25","1899-12-30 21:25:00",0,"10 minutes",NA,"Tracy","CA","95376",NA,"USA","Several formations of lights flying high in the sky at night over California. ((Starlink satellites))","Several formations of lights flying high in the sky at night over California. They looked to be traveling at the same speed that you ca

On my porch in Tracy California looking to the West over the ultimate hills towards the East Bay. Started seeing several lights In the distant night sky flying past a really bright star in the Western sky. They were following one another at a 45&#65439; angle to the North. After about 30 seconds of watching this formation another group of 3 to 4 also started flying up in the night sky above this star and to the North. After standing there for at least a minute or 2, Another group have at least 4 to 5 lights went flying up into the night sky pass the star in the West to the North. I then called my wife to the front porch where she also sat there with me for several minutes and watched 2 more groups of 2 to 3 lights go off up into the night sky in the West past the star headed North. I am prior military and know what jets flying high look like. I also know what missiles that have been launched into the sky look like. I have never seen anything like this in my ! life.

","Municipal worker",2,10,"formation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2020,2020,1,3,21,"Evening","West",0,1,0,0,0
"127038",154777,"Web","2020-04-02","2020-04-02 23:04:30","2020-03-14","1899-12-30 14:00:00",1,"1 minute",NA,"East Chicago","IN","46312","Lake","USA","((HOAX??))  This object was seen headed North from the southern tip of lake Michigan in the city of east chicago indiana.","This object was seen headed North from the southern tip of lake Michigan in the city of east chicago indiana.It was about 2:00 p.m. central time when I sotted it heading straight north while I was on the beach with my friends.  It looked like a black bullet.  This was observed on a bright but semi cloudy day but this object was very visable and distinct  .I have also witness with a friend some orange lit object three on each side in a wing formation near gary airport close to the first sighting.  that was in around feb. 2012.  That was seen at night.",NA,20,1,"cylinder",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2020,2020,1,3,14,"Afternoon","Midwest",0,1,0,0,0
"127705",155565,"Web","2020-04-20","2020-04-20 21:54:35","2020-04-19","1899-12-30 18:40:00",0,"1 minute",NA,"Kochi (India)",NA,"682024",NA,"India","Cigar like thing observed in western Sky over Kochi","Cigar like thing observed in western Sky over Kochi

On 19th April 2020 at about 6.40 PM, we had seen a strange moving object in sky (towards west) it was definitely not an aircraft since it is lock down in India due to corona virus.

It cannot be a rocket as it is moving from left horizon to right (South to North); not upwards.

 The total length almost seems like more than 2 meter including what i believe is a tail, and the length remained constant all the way till it disappeared in cloud.

 It seemed like a missile but we were not expecting any thing like that since there is no report of an experiment and we are in middle of a pandemic crisis.

",NA,2,1,"cigar",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2020,2020,2,4,18,"Evening",NA,0,1,0,0,0
"128547",156509,"Web","2020-05-16","2020-05-16 23:47:03","1966-06-01","1899-12-30 21:00:00",0,"60 minutes",NA,"Loring","ME","04750",NA,"USA","3 orbs over Loring AFB.","3 orbs over Loring AFB

i am filing this on behalf of a deceased friend who confided in me before his death.  Sometime in spring/summer 1966 he was an MP at Loring AFB.  He was on patrol with another MP and they were at the top of a hill when 3 orange glowing spheres he estimated about 50 feet wide and same in height passed over the base in formation about 30 mph.  They followed the spheres until they passed out of view from their jeep.  Later that day he was friends with a fighter pilot on the base.  The fighter confided that fighters had been scrambled armed with missiles to chase the objects.  The pilots tracked the spheres into Greenland where they then shot up at unimaginable speed at a sharp 90 degree angle and out of view in the blink of an eye.  The pilot told my friend who was 18 at the time that the pilots were briefed not to mention anything and forced to sign secrecy agreements.  I am leaving his name in the contact section.  No sounds or exhaust were observed from the spheres and ! no aggressive actions.","military police",8,3,"orb",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1966,1960,2,6,21,"Evening","Northeast",0,1,0,0,0
"128558",156522,"Web","2020-05-17","2020-05-17 20:35:37","1987-12-15","1899-12-30 21:15:00",0,"10 minutes",NA,"Florissant","MO","63031","St. Louis","USA","The night was extremely clear and a little brisk.

I live on a subdivision thruway.

My son-in-law and his best friend and I had ju","The night was extremely clear and a little brisk.

I live on a subdivision thruway.

My son-in-law and his best friend and I had just loaded U-Haul of my daughter's stuff to go to Georgia were her family was stationed with the Army.

Lambert Airport was about 8 miles away as the crow flies. At that time you could watch the planes lining up for landing in a cake pan pattern. So you could view  the planes circling St. LOUIS getting ready to land. Not any more because the trees have 40 years tree growth.

Anyway, as we finished loading and drinking a beer a fleet of three groups of UFOs flew to the right of us in the Western sky about 2000 feet off the deck going hundreds of miles an hour with a black cloud behind them.

They were V shaped. With two sided bright orange lights in a classic flock pattern.

The cars in the street stopped on a dime and the occupants got out.

The airport lit up like a Vesuvious Fountain. Our National Guard Unit filled the skies with every F 15 they had.

They chased the fleet on a NNE glide path.

 During those days I had a delivery route that encompassed the Airport.

I used to watch the F 15 s takeoff.

They used to take off Hot.

They used minimum runway. Then they pulled to a 90?straight up position while doing a 360? spiral. Then they would fall on their back and seem to fall in the direction they wanted to go. Like a left turn.

Then they would do a 180?to straighten out. Very impressive to see that is what those F 15 s did that night.

One other aside. The best friend of my son-in-law was pretty shook up.

He was Navy.

He turned to me and said, I should not say this to you. I have seen a bunch of classified stuff. At sea we have shot a lot of missiles off at the Korean Peninsula and sent a lot of jets in war games.

I have seen a lot. I have never seen anything like this.

The next day the radio reported that a Russion sattelite flew over St. LOUIS and landed in Oklahoma.

That is exactly the opposite direction of this event.

","Retired disabled beer driver",20,30,"formation",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1987,1980,4,12,21,"Evening","Midwest",0,1,0,0,0
"128969",156999,"Web","2020-06-13","2020-06-13 13:29:18","2020-05-24","1899-12-30 07:30:00",0,"2-3 seconds",NA,"Salem","IN","47167","Washington","USA","Electric blue/aqua light with small drone like body speeds through the sky at an astonishingly high rate of speed in broad daylight.","Electric blue/aqua light with small drone like body speeds through the sky at an astonishingly high rate of speed in broad daylight.

On Sunday, May 24, 2020, I was out running in the early morning in a rural area of Southern Indiana.  It was a clear, crisp morning with bright blue, cloudless skies.  At approximately 7:30 a.m., I witnessed an object with a small drone like body flash across the sky from west to east at missile like speed.

 The drone like body was whitish in color with an electric blue to aqua colored ?headlight- like? light in the front.  I thought this was unusual as I would normally expect a power source of something flying so fast to be in the rear of the object and not in the front, if in fact it was the power source.  The overall size of the object was surprisingly small with the bluish light by far being more visible than the body.

 I estimate the angle of elevation to have been approximately 45 ? 50 degrees.  The object was flying at a surprisingly low level in the sky.  It was easy to see this because additionally there were two cargo or passenger planes flying much, much higher in the sky.  I was extremely taken with the speed at which the object was moving as well.  I estimate that it was only in my eyesight for 2 to 3 seconds.

 I had never seen anything move that fast and it made me want to check on the news to see if anything had happened as well as file this report.  It reminded me of something from the movies flying at an exaggerated rate of speed.  I speculated that it might be something military in nature.  It did not make me think ?aliens,? but who knows.  In conclusion, I never expected to see an unidentified flying object in broad daylight.

","Case worker",1,1,"other",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2020,2020,2,5,7,"Morning","Midwest",0,1,0,0,0
